websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,vertical_repeat_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,Digital,Studio,Digital Library,Morning Light,AD011,Yellow,Color Way,AD011-1,,"floral, painted, foliage, graphic",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD011-1_Morning_Light_YELLOW.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative, Traditional","Yellow, Orange, White, Multi",Matte Vinyl,,,,,,,,13,9.7,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Morning Light,AD011,Magenta,Color Way,AD011-2,,"floral, painted, foliage, graphic",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD011-2_Morning_Light_MAGENTA.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD011-2_Morning_Light_MAGENTA_install.jpg,6.50,Square Foot,1,1,"Botanical, Illustrative, Traditional","Pink, Black, Purple, Multi",Matte Vinyl,,,,,,,,13,9.7,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Morning Light,AD011,Dawn,Color Way,AD011-3,,"floral, painted, foliage, graphic",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD011-3_Morning_Light_DAWN.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative, Traditional","Purple, Pink, Multi",Matte Vinyl,,,,,,,,13,9.7,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Night Bloomers,AD015,Cyme,Color Way,AD015-1,,"floral, painted, foliage, graphic, flower",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD015-1_Night_Bloomers_CYME.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative","Black, Multi",Matte Vinyl,,,,,,,,50,29.8,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Night Bloomers,AD015,Cilla,Color Way,AD015-2,,"floral, painted, foliage, graphic, flower",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD015-2_Night_Bloomers_CILLA.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative","Purple, Pink, Multi",Matte Vinyl,,,,,,,,50,29.8,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Night Bloomers,AD015,Calyx,Color Way,AD015-3,,"floral, painted, foliage, graphic, flower",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD015-3_Night_Bloomers_CALYX.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative","Green, Blue, Multi",Matte Vinyl,,,,,,,,50,29.8,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Cascading Blooms,AD024 ,Abutilon,Color Way,AD024-1 ,,"abstract, flower, floral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD024-1_Cascading_Blooms_ABUTILON.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative",Black and White,Matte Vinyl,,,,,,,,12.5,15.5,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Cascading Blooms,AD024 ,Hybridum,Color Way,AD024-2,,"abstract, flower, floral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD024-2_Cascading_Blooms_HYBRIDUM.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD024-2_Cascading_Blooms_HYBRIDUM_install.jpg,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative","Brown, Beige, Blue",Matte Vinyl,,,,,,,,12.5,15.5,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Cascading Blooms,AD024 ,Achillea,Color Way,AD024-3,,"abstract, flower, floral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD024-3_Cascading_Blooms_ACHILLEA.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative","Pink, Purple",Matte Vinyl,,,,,,,,12.5,15.5,Straight,50,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Fauna,AD035,Plum,Color Way,AD035-1,,"graphic, branch, folk, illustrative, bird",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library_pt_2/AD035-1_Fauna_PLUM.jpg,,6.50,Square Foot,1,1,"Traditional, Botanical, Abstract, Illustrative",Purple,Matte Vinyl,,,,,,,,25,29.7,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
