websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,vertical_repeat_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,Digital,Studio,Digital Library,In Bloom,AD358,Nectar,Color Way,AD358-1,,"flower, flowers, nature, floral, watercolor, feminine",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-1_In_Bloom_NECTAR.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative","Pink, Multi",Matte Vinyl,,,,,,,,20,33.6,Straight,40,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,In Bloom,AD358,Perianth,Color Way,AD358-2,,"flower, flowers, nature, floral, watercolor, feminine",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-2_In_Bloom_PERIANTH.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-2_In_Bloom_PERIANTH_install.jpg,6.50,Square Foot,1,1,"Botanical, Illustrative",Multi,Matte Vinyl,,,,,,,,20,33.6,Straight,40,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,In Bloom,AD358,Pollen,Color Way,AD358-3,,"flower, flowers, nature, floral, watercolor, feminine",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-3_In_Bloom_POLLEN.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative","Blue, Pink, Multi",Matte Vinyl,,,,,,,,20,33.6,Straight,40,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Juliet,AD359,Blush,Color Way,AD359-1,,"floral, airy, ethereal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-1_Juliet_BLUSH.jpg,,6.50,Square Foot,1,1,"Abstract, Painterly, Photographic, Contemporary","Pink, Multi",White Mylar,,,,,,,,17.2,24,Straight,51.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Juliet,AD359,Dusk,Color Way,AD359-2,,"floral, airy, ethereal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-2_Juliet_DUSK.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-2_Juliet_DUSK_install.jpg,6.50,Square Foot,1,1,"Abstract, Painterly, Photographic, Contemporary",Yellow,White Mylar,,,,,,,,17.2,24,Straight,51.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Juliet,AD359,Nightingale,Color Way,AD359-3,,"floral, airy, ethereal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-3_Juliet_NIGHTINGALE.jpg,,6.50,Square Foot,1,1,"Abstract, Painterly, Photographic, Contemporary",Multi,White Mylar,,,,,,,,17.2,24,Straight,51.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Lanai,AD360,Aloha,Color Way,AD360-1,,"graphic, plants, collage",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD360-1_Lanai_ALOHA.jpg,,6.50,Square Foot,1,1,"Tropical, Botanical","Green, Pink",Matte Vinyl,,,,,,,,48,72.4,Straight,48,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Lanai,AD360,Mahalo,Color Way,AD360-2,,"graphic, plants, collage",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD360-2_Lanai_MAHALO.jpg,,6.50,Square Foot,1,1,"Tropical, Botanical",Green,Matte Vinyl,,,,,,,,48,72.4,Straight,48,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Lanai,AD360,Ohana,Color Way,AD360-3,,"graphic, plants, collage",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD360-3_Lanai_OHANA.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD360-3_Lanai_OHANA_install.jpg,6.50,Square Foot,1,1,"Tropical, Botanical","Orange, Multi",Matte Vinyl,,,,,,,,48,72.4,Straight,48,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Palm Selleck,AD361,Kauai,Color Way,AD361-1,,"palm, frond, leaf, hawaii, plant",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD361-1_Palm_Selleck_KAUAI.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD361-1_Palm_Selleck_KAUAI_install.jpg,6.50,Square Foot,1,1,"Tropical, Botanical","Green, Yellow",Matte Vinyl,,,,,,,,17.3,17.3,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
