websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,motif_height_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,Digital,Studio,Digital Library,Blushing Boutonniere,AD160,Minuit,Color Way,AD160-1,,"floral, flower, flowers, watercolor",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD160-1_Blushing_Boutonniere_MINUIT.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD160-1_Blushing_Boutonniere_MINUIT_install.jpg,6.50,Square Foot,1,1,Botanical,"Yellow, Cream",Matte Vinyl,,,,,,,,42.4,42.4,Straight,44.7,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Blushing Boutonniere,AD160,Printemps,Color Way,AD160-2,,"floral, flower, flowers, watercolor",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD160-2_Blushing_Boutonniere_PRINTEMPS.jpg,,6.50,Square Foot,1,1,Botanical,Purple,Matte Vinyl,,,,,,,,42.4,42.4,Straight,44.7,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Blushing Boutonniere,AD160,Soleil,Color Way,AD160-3,,"floral, flower, flowers, watercolor",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD160-3_Blushing_Boutonniere_SOLEIL.jpg,,6.50,Square Foot,1,1,Botanical,"Pink, Yellw",Matte Vinyl,,,,,,,,42.4,42.4,Straight,44.7,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Jellies,AD161,Ping,Color Way,AD161-1,,"watercolor, jellyfish, marine, animal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD161-1_Jellies_PING.jpg,,6.50,Square Foot,1,1,"Illustrative, Whimsical",Orange,Matte Vinyl,,,,,,,,15.9,24.4,Straight,47.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Jellies,AD161,Sting,Color Way,AD161-2,,"watercolor, jellyfish, marine, animal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD161-2_Jellies_STING.jpg,,6.50,Square Foot,1,1,"Illustrative, Whimsical",Yellow,Matte Vinyl,,,,,,,,15.9,24.4,Straight,47.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Jellies,AD161,Zap,Color Way,AD161-3,,"watercolor, jellyfish, marine, animal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD161-3_Jellies_ZAP.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD161-3_Jellies_ZAP_install.jpg,6.50,Square Foot,1,1,"Illustrative, Whimsical",Blue,Matte Vinyl,,,,,,,,15.9,24.4,Straight,47.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Birdsong,AD261,Hymn,Color Way,AD261-1,,"bird, floral, flower, pictorial ",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD261-1_Birdsong_HYMN.jpg,,6.50,Square Foot,1,1,"Botanical, Animalia","Yellow, Multi",Matte Vinyl,,,,,,,,26,26,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Birdsong,AD261,Shanty,Color Way,AD261-2,,"bird, floral, flower, pictorial ",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD261-2_Birdsong_SHANTY.jpg,,6.50,Square Foot,1,1,"Botanical, Animalia","Purple, Pink",Matte Vinyl,,,,,,,,26,26,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Birdsong,AD261,Verse,Color Way,AD261-3,,"bird, floral, flower, pictorial ",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD261-3_Birdsong_VERSE.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD261-3_Birdsong_VERSE_install.jpg,6.50,Square Foot,1,1,"Botanical, Animalia","Blue, Purple",Matte Vinyl,,,,,,,,26,26,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Warble,AD265,Mud,Color Way,AD265-1,,"inkblot, psychedelic, mirrored, modern",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD265-1_Warble_MUD.jpg,,6.50,Square Foot,1,1,Abstract,Brown,White Mylar,,,,,,,,26,25,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Warble,AD265,Fog,Color Way,AD265-2,,"inkblot, psychedelic, mirrored, modern",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD265-2_Warble_FOG.jpg,,6.50,Square Foot,1,1,Abstract,"Grey, Neutral",White Mylar,,,,,,,,26,25,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Warble,AD265,Smudge,Color Way,AD265-3,,"inkblot, psychedelic, mirrored, modern",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD265-3_Warble_SMUDGE.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD265-3_Warble_SMUDGE_install.jpg,6.50,Square Foot,1,1,Abstract,Black and White,White Mylar,,,,,,,,26,25,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Gidget,AD267,Chroma,Color Way,AD267-1,,"circle, graphic, mod, mid-century modern",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD267-1_Gidget_CHROMA.jpg,,6.50,Square Foot,1,1,Geometric,"Pink, Yellow, Multi",Matte Vinyl,,,,,,,,13.51,9,Straight,53,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Gidget,AD267,Greyscale,Color Way,AD267-2,,"circle, graphic, mod, mid-century modern",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD267-2_Gidget_GREYSCALE.jpg,,6.50,Square Foot,1,1,Geometric,Grey,Matte Vinyl,,,,,,,,13.51,9,Straight,53,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Gidget,AD267,Seafoam,Color Way,AD267-3,,"circle, graphic, mod, mid-century modern",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD267-3_Gidget_SEAFOAM.jpg,,6.50,Square Foot,1,1,Geometric,"Blue, Multi",Matte Vinyl,,,,,,,,13.51,9,Straight,53,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Pyrite,AD357,Licorice,Color Way,AD357-1,,"fractal, lines, line drawing, mineral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD357-1_Pyrite_LICORICE.jpg,,6.50,Square Foot,1,1,Illustrative,Black,Black Mylar,,,,,,,,26,26,Straight,53,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Pyrite,AD357,Frost,Color Way,AD357-2,,"fractal, lines, line drawing, mineral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD357-2_Pyrite_FROST.jpg,,6.50,Square Foot,1,1,Illustrative,White,White Mylar,,,,,,,,26,26,Straight,53,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Pyrite,AD357,Black and White,Color Way,AD357-3,,"fractal, lines, line drawing, mineral",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD357-3_Pyrite_BLACKANDWHITE.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD357-3_Pyrite_BLACKANDWHITE_install.jpg,6.50,Square Foot,1,1,Illustrative,Black and White,Matte Vinyl ,,,,,,,,26,26,Straight,53,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,In Bloom,AD358,Nectar,Color Way,AD358-1,,"flower, flowers, nature, floral, watercolor, feminine",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-1_In_Bloom_NECTAR.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative","Pink, Multi",Matte Vinyl,,,,,,,,20,33.6,Straight,40,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,In Bloom,AD358,Perianth,Color Way,AD358-2,,"flower, flowers, nature, floral, watercolor, feminine",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-2_In_Bloom_PERIANTH.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-2_In_Bloom_PERIANTH_install.jpg,6.50,Square Foot,1,1,"Botanical, Illustrative",Multi,Matte Vinyl,,,,,,,,20,33.6,Straight,40,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,In Bloom,AD358,Pollen,Color Way,AD358-3,,"flower, flowers, nature, floral, watercolor, feminine",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD358-3_In_Bloom_POLLEN.jpg,,6.50,Square Foot,1,1,"Botanical, Illustrative","Blue, Pink, Multi",Matte Vinyl,,,,,,,,20,33.6,Straight,40,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Juliet,AD359,Blush,Color Way,AD359-1,,"floral, airy, ethereal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-1_Juliet_BLUSH.jpg,,6.50,Square Foot,1,1,"Abstract, Painterly, Photographic, Contemporary","Pink, Multi",White Mylar,,,,,,,,17.2,24,Straight,51.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Studio,Digital Library,Juliet,AD359,Dusk,Color Way,AD359-2,,"floral, airy, ethereal",https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-2_Juliet_DUSK.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Digital_Library/AD359-2_Juliet_DUSK_install.jpg,6.50,Square Foot,1,1,"Abstract, Painterly, Photographic, Contemporary",Yellow,White Mylar,,,,,,,,17.2,24,Straight,51.6,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
