websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,vertical_repeat_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
H,Astek,Digital,Vintage,1940s-1950s,Morning Glory,AV071,Pink,Color Way,AV071-2,,"flower, flowers, floral, vines",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV071-2_Morning_Glory_PINK.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, Botanical","Pink, Green, Cream",Paper,,,,,,,,17.33,18.5,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Janice,AV073,Pink,Color Way,AV073-2,,"flower, flowers, floral, pansy, daisy",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV073-2_Janice_PINK.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, Botanical",Pink,Paper,,,,,,,,26,26.85,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Janice,AV073,Bluebird,Color Way,AV073-3,,"flower, flowers, floral, pansy, daisy",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV073-3_Janice_BLUEBIRD.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, Botanical",Blue,Paper,,,,,,,,26,26.85,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Pampered,AV084,Robin Blue,Color Way,AV084-2,,"flower, flowers, floral, daisy",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV084-2_Pampered_ROBINBLUE.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, Botanical","Blue, Off-White",Paper,,,,,,,,4.73,5.5,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Pampered,AV084,Wheat,Color Way,AV084-3,,"flower, flowers, floral, daisy",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV084-3_Pampered_WHEAT.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, Botanical","Neutral, Beige, Off-White",Paper,,,,,,,,4.73,5.5,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Seashells ,AV088,Warm,Color Way,AV088-2,,"sea, shell, shells, beach, beachy",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV088-2_Seashells_WARM.jpg,,6.50,Square Foot,1,30,Retro + Vintage,"Orange, Multi",Paper,,,,,,,,17.33,17.3,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Twinkle,AV090,Summer,Color Way,AV090-2,,"diamond, sparkle, glitz, glam, mod",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV090-2_Twinkle_SUMMER.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, ","Yellow, Orange, Green, Multi",Paper,,,,,,,,17.33,16.7,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Masonry,AV092,Crimson,Color Way,AV092-2,,"brick, bricks, wall, stone, pavers",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV092-2_Masonry_CRIMSON.jpg,,6.50,Square Foot,1,30,"Retro + Vintage, Faux Finish","Red, ",Paper,,,,,,,,13,17.6,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Snowbound Sparkle,AV195,Snowbound Sparkle,Master,AV195,,"spackle, texture, mottled, mottling, tonal",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV195_Snowbound_Sparkle_SNOWBOUNDSPARKLE.jpg,,6.50,Square Foot,1,30,Retro + Vintage,"Beige, Off-White",Paper,,,,,,,,17.33,10.7,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
H,Astek,Digital,Vintage,1940s-1950s,Italian Romance,AV196,Italian Romance,Master,AV196,,"spackle, texture, mottled, mottling, tonal",https://s3-us-west-2.amazonaws.com/astek-product-images/1940s-1950s_pt_2/AV196_Italian_Romance_ITALIANROMANCE.jpg,,6.50,Square Foot,1,30,Retro + Vintage,Yellow,Paper,,,,,,,,13,8.6,Straight,52,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
