websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,motif_width_inches,vertical_repeat_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,Digital,Featured Designers,Fliepaper,Twin Palms,FP132,Gray,Master,FP132-1,,"photographic, contemporary, modern, architectural",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP132-1_Twin_Palms_TWINPALMS.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP132-1_Twin_Palms_TWINPALMS_install.jpg,7.00,Square Foot,1,1,Photographic,Grey,Matte Vinyl,,,,,,24,24,Straight,49,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Vista,FP133,Gray,Master,FP133-1,,"photographic, nature, rock, faux",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP133-1_Vista_VISTA.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP133-1_Vista_VISTA_install.jpg,7.00,Square Foot,1,1,Photographic,Grey,Sonora,,,,,,52,72,Straight,53,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Featured Designers, Metallic",Fliepaper,Paris Screen,FP146,Gray,Master,FP146-1,,"photographic, contemporary, modern, architectural",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP146-1_Paris_Screen_PARISSCREEN.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP146-1_Paris_Screen_PARISSCREEN_install.jpg,7.00,Square Foot,1,1,Photographic,Grey,Silver Mylar,,,,,,8.5,4,Straight,53,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Australia Eucalyptus,FP147,Smoky,Master,FP147-1,,"photographic, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP147-1_Australia_Eucalyptus_AUSTRALIAEUCALYPTUS.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP147-1_Australia_Eucalyptus_AUSTRALIAEUCALYPTUS_install.jpg,7.00,Square Foot,1,1,Photographic,Grey,Matte Vinyl,,,,,,48,48,Straight,49,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Sevilla Tile,FP148,Blue,Master,FP148-1,,"photographic, industrial",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP148-1_Sevilla_Tile_SEVILLATILE.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP148-1_Sevilla_Tile_SEVILLATILE_install.jpg,7.00,Square Foot,1,1,Photographic,Multi,Matte Vinyl,,,,,,48,96,Straight,49,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Chicago Bolt,FP149,Cream,Master,FP149-1,,"photographic, architectural",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP149-1_Chicago_Bolt_CHICAGOBOLT.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP149-1_Chicago_Bolt_CHICAGOBOLT_install.jpg,7.00,Square Foot,1,1,"Photographic, Contemporary",Yellow,Matte Vinyl,,,,,,52,72,Straight,53,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Prague Cobblestone,FP150,Gray,Master,FP150-1,,"photographic, rock, faux",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP150-1_Prague_Cobblestone_PRAGUECOBBLESTONE.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP150-1_Prague_Cobblestone_PRAGUECOBBLESTONE_install.jpg,7.00,Square Foot,1,1,Photographic,Grey,Sonora,,,,,,52,72,Straight,53,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,India Peacock,FP151,Dazzle,Master,FP151-1,,"photographic, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP151-1_India_Peacock_INDIAPEACOCK.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP151-1_India_Peacock_INDIAPEACOCK_install.jpg,7.00,Square Foot,1,1,Photographic,Green,Matte Vinyl,,,,,,52,96,Straight,53,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Rose Blossom,FP152,Small,Master,FP152-1,,"photographic, floral, nature",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP152-1_Rose_Blossom_SMALL.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP152-1_Rose_Blossom_SMALL_install.jpg,7.00,Square Foot,1,1,"Photographic, Botanical",Red,Matte Vinyl,,,,,,52,62.37,Straight,53,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Fly Small,FP153,Small,Master,FP153-1,,"photographic, nature, insect, modern, bold",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP153-1_Fly_SMALL.jpg,,7.00,Square Foot,1,1,"Photographic, Animalia, Contemporary",Black ,Matte Vinyl,,,,,,32.1,19.36,Half-drop,49,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Greenery,FP175,Greenery,Master,FP175-1,,"photographic, leaf, leaves, nature, ",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP175-1_Greenery_GREENERY.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP175-1_Greenery_GREENERY_install.jpg,7.00,Square Foot,1,1,"Photographic, Botanical",Green,Matte Vinyl,,,,,,51,96,Straight,52,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Boxwood,FP176,Boxwood,Master,FP176-1,,"greenery, hedge, leaves, nature, garden",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP176-1_Boxwood_BOXWOOD.jpg,,7.00,Square Foot,1,1,"Photographic, Botanical",Green,Matte Vinyl,,,,,,52,72,Straight,52,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Fig Ivy,FP177,Fig Ivy,Master,FP177-1,,"greenery, hedge, leaves, nature, garden",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP177-1_Fig_Ivy_FIGIVY.jpg,,7.00,Square Foot,1,1,"Photographic, Botanical",Green,Matte Vinyl,,,,,,52,96,Straight,52,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Jade,FP178,Jade,Master,FP178-1,,"greenery, hedge, leaves, nature, garden",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP178-1_Jade_JADE.jpg,,7.00,Square Foot,1,1,"Photographic, Botanical",Green,Matte Vinyl,,,,,,52,96,Straight,52,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Natal Plum,FP179,Natal Plum,Master,FP179-1,,"greenery, hedge, leaves, nature, garden",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP179-1_Natal_Plum_NATALPLUM.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP179-1_Natal_Plum_NATALPLUM_install.jpg,7.00,Square Foot,1,1,"Photographic, Botanical",Green,Matte Vinyl,,,,,,52,96,Straight,52,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,Featured Designers,Fliepaper,Spring Ivy,FP180,Spring Ivy,Master,FP180-1,,"greenery, hedge, leaves, nature, garden",https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP180-1_Spring_ivy_SPRINGIVY.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/Fliepaper/FP180-1_Spring_ivy_SPRINGIVY_install.jpg,7.00,Square Foot,1,1,"Photographic, Botanical",Green,Matte Vinyl,,,,,,52,96,Straight,52,0.1,,,,,Class A,Digital Print,Untrimmed,Yes
