websites,vendor,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,motif_height_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Metropolis,AD334,Emerald,Color Way,AD334-1,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD334-1_Metropolis_EMERALD.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,52,90.445,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Metropolis,AD334,Gypsum,Color Way,AD334-2,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD334-2_Metropolis_GYPSUM.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,52,90.445,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Metropolis,AD334,Lapis,Color Way,AD334-3,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD334-3_Metropolis_LAPIS.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Blue,Silver Spectre,,,,52,90.445,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Moraine,AD335,Arete,Color Way,AD335-1,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD335-1_Moraine_ARETE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Black and White,Silver Spectre,,,,206.4,118.73,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Moraine,AD335,Cirque,Color Way,AD335-2,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD335-2_Moraine_CIRQUE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,206.4,118.73,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Moraine,AD335,Mars,Color Way,AD335-3,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD335-3_Moraine_MARS.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,206.4,118.73,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Prism,AD336,Carnelian,Color Way,AD336-1,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD336-1_Prism_CARNELIAN.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,76.285,76.246,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Prism,AD336,Garnet,Color Way,AD336-2,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD336-2_Prism_GARNET.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Blue,Silver Spectre,,,,76.285,76.246,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Prism,AD336,Zircon,Color Way,AD336-3,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD336-3_Prism_ZIRCON.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,76.285,76.246,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Saratoga,AD337,Citrine,Color Way,AD337-1,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD337-1_Saratoga_CITRINE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Black and White,Silver Spectre,,,,144,120,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Saratoga,AD337,Lazurite,Color Way,AD337-2,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD337-2_Saratoga_LAZURITE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Blue,Silver Spectre,,,,144,120,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Saratoga,AD337,Rose Quartz,Color Way,AD337-3,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD337-3_Saratoga_ROSEQUARTZ.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Red,Silver Spectre,,,,144,120,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Tempest,AD338,Granite,Color Way,AD338-2,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD338-1_Tempest_GRAPHITE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Black and White,Silver Spectre,,,,178.18,120,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Tempest,AD338,Graphite,Color Way,AD338-1,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD338-2_Tempest_GRANITE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Black and White,Silver Spectre,,,,178.18,120,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
"A,H",Astek,Digital,"Studio, Murals, Metallic",From Above,Tempest,AD338,Sapphire,Color Way,AD338-3,,"aerial, expressionistic, bold, dramatic, impact, drama, metallic, expressive",https://s3-us-west-2.amazonaws.com/astek-product-images/From_Above/AD338-3_Tempest_SAPPHIRE.jpg,,6.99,Square Foot,1,1,"Abstract, Contemporary",Neutral,Silver Spectre,,,,178.18,120,,,,,,,0.1,,Strippable,Washable,,Class A,Digital Print,Untrimmed,Yes
